# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1014379	1015479	+							ATE40_RS04815	1101		old_locus_tag=ATE40_004815
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1014379	1015479	+	WP_063919088.1	WP_063919088.1		PQQ-dependent sugar dehydrogenase			ATE40_RS04815	1101	366	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1015493	1016113	-							ATE40_RS04820	621		old_locus_tag=ATE40_004820
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1015493	1016113	-	WP_063919089.1	WP_063919089.1		glutathione S-transferase			ATE40_RS04820	621	206	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1016203	1016859	-							ATE40_RS04825	657		old_locus_tag=ATE40_004825
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1016203	1016859	-	WP_019454614.1	WP_019454614.1		HAD-IB family hydrolase			ATE40_RS04825	657	218	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1017150	1018172	+							ATE40_RS04830	1023		old_locus_tag=ATE40_004830
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1017150	1018172	+	WP_063919090.1	WP_063919090.1		isopenicillin N synthase family oxygenase			ATE40_RS04830	1023	340	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1018233	1019378	-							ATE40_RS04835	1146		old_locus_tag=ATE40_004835
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1018233	1019378	-	WP_063919091.1	WP_063919091.1		PLP-dependent aspartate aminotransferase family protein			ATE40_RS04835	1146	381	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1019391	1020758	-							ATE40_RS04840	1368		old_locus_tag=ATE40_004840
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1019391	1020758	-	WP_063919092.1	WP_063919092.1		cystathionine beta-synthase			ATE40_RS04840	1368	455	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1021225	1022430	+							ATE40_RS04845	1206		old_locus_tag=ATE40_004845
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1021225	1022430	+	WP_063919093.1	WP_063919093.1		serine hydrolase			ATE40_RS04845	1206	401	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1022532	1023023	-							ATE40_RS04850	492		old_locus_tag=ATE40_004850
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1022532	1023023	-	WP_244889065.1	WP_244889065.1		fimbrial protein			ATE40_RS04850	492	163	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1023043	1023906	-							ATE40_RS04855	864		old_locus_tag=ATE40_004855
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1023043	1023906	-	WP_244889086.1	WP_244889086.1		fimbrial protein			ATE40_RS04855	864	287	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1024095	1024424	-							ATE40_RS04860	330		old_locus_tag=ATE40_004860
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1024095	1024424	-	WP_019454607.1	WP_019454607.1		hypothetical protein			ATE40_RS04860	330	109	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1025090	1025611	+							ATE40_RS04865	522		old_locus_tag=ATE40_004865
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1025090	1025611	+	WP_019454606.1	WP_019454606.1		type 1 fimbrial protein			ATE40_RS04865	522	173	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1025690	1026226	+							ATE40_RS04870	537		old_locus_tag=ATE40_004870
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1025690	1026226	+	WP_019454605.1	WP_019454605.1		type 1 fimbrial protein			ATE40_RS04870	537	178	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1026273	1028807	+							ATE40_RS04875	2535		old_locus_tag=ATE40_004875
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1026273	1028807	+	WP_084799120.1	WP_084799120.1		outer membrane usher protein			ATE40_RS04875	2535	844	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1028952	1029653	+							ATE40_RS04880	702		old_locus_tag=ATE40_004880
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1028952	1029653	+	WP_232094084.1	WP_232094084.1		fimbria/pilus periplasmic chaperone			ATE40_RS04880	702	233	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1029728	1030366	+							ATE40_RS04885	639		old_locus_tag=ATE40_004885
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1029728	1030366	+	WP_019454602.1	WP_019454602.1		fimbrial protein			ATE40_RS04885	639	212	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1030417	1030971	+							ATE40_RS04890	555		old_locus_tag=ATE40_004890
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1030417	1030971	+	WP_063919097.1	WP_063919097.1		type 1 fimbrial protein			ATE40_RS04890	555	184	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1030996	1031418	+							ATE40_RS04895	423		old_locus_tag=ATE40_004895
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1030996	1031418	+	WP_019454600.1	WP_019454600.1		hypothetical protein			ATE40_RS04895	423	140	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1031415	1032806	+							ATE40_RS04900	1392		old_locus_tag=ATE40_004900
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1031415	1032806	+	WP_019454599.1	WP_019454599.1		FKBP-type peptidyl-prolyl cis-trans isomerase			ATE40_RS04900	1392	463	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1032803	1033468	+							ATE40_RS04905	666		old_locus_tag=ATE40_004905
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1032803	1033468	+	WP_063919098.1	WP_063919098.1		helix-turn-helix transcriptional regulator			ATE40_RS04905	666	221	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1033524	1034891	-							ATE40_RS04910	1368		old_locus_tag=ATE40_004910
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1033524	1034891	-	WP_063919099.1	WP_063919099.1		L-serine ammonia-lyase			ATE40_RS04910	1368	455	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1034985	1036283	-							ATE40_RS04915	1299		old_locus_tag=ATE40_004915
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1034985	1036283	-	WP_004938697.1	WP_004938697.1		HAAAP family serine/threonine permease			ATE40_RS04915	1299	432	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1037264	1038028	-					deoR		ATE40_RS04920	765		old_locus_tag=ATE40_004920
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1037264	1038028	-	WP_019454597.1	WP_019454597.1		DNA-binding transcriptional repressor DeoR	deoR		ATE40_RS04920	765	254	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1038181	1038861	-					deoC		ATE40_RS04925	681		old_locus_tag=ATE40_004925
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1038181	1038861	-	WP_019454596.1	WP_019454596.1		deoxyribose-phosphate aldolase	deoC		ATE40_RS04925	681	226	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1039078	1039914	+							ATE40_RS04930	837		old_locus_tag=ATE40_004930
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1039078	1039914	+	WP_019454595.1	WP_019454595.1		hypothetical protein			ATE40_RS04930	837	278	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1039954	1040559	-					ybjG		ATE40_RS04935	606		old_locus_tag=ATE40_004935
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1039954	1040559	-	WP_025159691.1	WP_025159691.1		undecaprenyl-diphosphate phosphatase	ybjG		ATE40_RS04935	606	201	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1040565	1041299	-							ATE40_RS04940	735		old_locus_tag=ATE40_004940
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1040565	1041299	-	WP_063919100.1	WP_063919100.1		phosphatase PAP2 family protein			ATE40_RS04940	735	244	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1041445	1042290	+							ATE40_RS04945	846		old_locus_tag=ATE40_004945
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1041445	1042290	+	WP_063919101.1	WP_063919101.1		5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase			ATE40_RS04945	846	281	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1042432	1042944	+					eco		ATE40_RS04950	513		old_locus_tag=ATE40_004950
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1042432	1042944	+	WP_004938683.1	WP_004938683.1		serine protease inhibitor ecotin	eco		ATE40_RS04950	513	170	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1043359	1044840	+							ATE40_RS04955	1482		old_locus_tag=ATE40_004955
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1043359	1044840	+	WP_063919102.1	WP_063919102.1		hypothetical protein			ATE40_RS04955	1482	493	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1044837	1045610	+							ATE40_RS04960	774		old_locus_tag=ATE40_004960
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1044837	1045610	+	WP_063919103.1	WP_063919103.1		ankyrin repeat domain-containing protein			ATE40_RS04960	774	257	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1045700	1046443	+							ATE40_RS04965	744		old_locus_tag=ATE40_004965
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1045700	1046443	+	WP_063919104.1	WP_063919104.1		ankyrin repeat domain-containing protein			ATE40_RS04965	744	247	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1046920	1048608	-							ATE40_RS04970	1689		old_locus_tag=ATE40_004970
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1046920	1048608	-	WP_004938680.1	WP_004938680.1		aspartate:alanine antiporter			ATE40_RS04970	1689	562	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1048903	1049292	+							ATE40_RS04975	390		old_locus_tag=ATE40_004975
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1048903	1049292	+	WP_063919105.1	WP_063919105.1		inner membrane protein YbjM			ATE40_RS04975	390	129	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1049332	1049595	-							ATE40_RS04980	264		old_locus_tag=ATE40_004980
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1049332	1049595	-	WP_004938676.1	WP_004938676.1		GrxA family glutaredoxin			ATE40_RS04980	264	87	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1049827	1050141	+							ATE40_RS04985	315		old_locus_tag=ATE40_004985
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1049827	1050141	+	WP_063919106.1	WP_063919106.1		YbjC family protein			ATE40_RS04985	315	104	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1050198	1051100	+					rimK		ATE40_RS04990	903		old_locus_tag=ATE40_004990
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1050198	1051100	+	WP_063919107.1	WP_063919107.1		30S ribosomal protein S6--L-glutamate ligase	rimK		ATE40_RS04990	903	300	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1051236	1051715	+							ATE40_RS04995	480		old_locus_tag=ATE40_004995
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1051236	1051715	+	WP_019454584.1	WP_019454584.1		YbjN domain-containing protein			ATE40_RS04995	480	159	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1052123	1053232	+					potF		ATE40_RS05000	1110		old_locus_tag=ATE40_005000
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1052123	1053232	+	WP_019454583.1	WP_019454583.1		spermidine/putrescine ABC transporter substrate-binding protein PotF	potF		ATE40_RS05000	1110	369	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1053355	1054488	+					potG		ATE40_RS05005	1134		old_locus_tag=ATE40_005005
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1053355	1054488	+	WP_063919108.1	WP_063919108.1		putrescine ABC transporter ATP-binding subunit PotG	potG		ATE40_RS05005	1134	377	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1054513	1055475	+					potH		ATE40_RS05010	963		old_locus_tag=ATE40_005010
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1054513	1055475	+	WP_019454581.1	WP_019454581.1		putrescine ABC transporter permease PotH	potH		ATE40_RS05010	963	320	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1055472	1056317	+					potI		ATE40_RS05015	846		old_locus_tag=ATE40_005015
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1055472	1056317	+	WP_019454580.1	WP_019454580.1		putrescine ABC transporter permease PotI	potI		ATE40_RS05015	846	281	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1056422	1056901	+							ATE40_RS05020	480		old_locus_tag=ATE40_005020
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1056422	1056901	+	WP_025159686.1	WP_025159686.1		YbjO family protein			ATE40_RS05020	480	159	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1056971	1058101	+					rlmC		ATE40_RS05025	1131		old_locus_tag=ATE40_005025
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1056971	1058101	+	WP_025159685.1	WP_025159685.1		23S rRNA (uracil(747)-C(5))-methyltransferase RlmC	rlmC		ATE40_RS05025	1131	376	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1058133	1058867	-					artJ		ATE40_RS05030	735		old_locus_tag=ATE40_005030
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1058133	1058867	-	WP_015377297.1	WP_015377297.1		arginine ABC transporter substrate-binding protein	artJ		ATE40_RS05030	735	244	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1059066	1059734	-					artM		ATE40_RS05035	669		old_locus_tag=ATE40_005035
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1059066	1059734	-	WP_019454577.1	WP_019454577.1		arginine ABC transporter permease ArtM	artM		ATE40_RS05035	669	222	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1059734	1060450	-					artQ		ATE40_RS05040	717		old_locus_tag=ATE40_005040
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1059734	1060450	-	WP_025159684.1	WP_025159684.1		arginine ABC transporter permease ArtQ	artQ		ATE40_RS05040	717	238	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1060460	1061191	-					artJ		ATE40_RS05045	732		old_locus_tag=ATE40_005045
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1060460	1061191	-	WP_063919109.1	WP_063919109.1		arginine ABC transporter substrate-binding protein	artJ		ATE40_RS05045	732	243	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1061224	1061952	-					artP		ATE40_RS05050	729		old_locus_tag=ATE40_005050
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1061224	1061952	-	WP_139285539.1	WP_139285539.1		arginine ABC transporter ATP-binding protein ArtP	artP		ATE40_RS05050	729	242	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1062215	1062757	-							ATE40_RS05055	543		old_locus_tag=ATE40_005055
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1062215	1062757	-	WP_019454574.1	WP_019454574.1		lipoprotein			ATE40_RS05055	543	180	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1062917	1063240	+							ATE40_RS05060	324		old_locus_tag=ATE40_005060
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1062917	1063240	+	WP_004928400.1	WP_004928400.1		heavy metal-binding domain-containing protein			ATE40_RS05060	324	107	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1063290	1064816	-							ATE40_RS05065	1527		old_locus_tag=ATE40_005065
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1063290	1064816	-	WP_063919111.1	WP_063919111.1		DUF3300 domain-containing protein			ATE40_RS05065	1527	508	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1065004	1065840	+							ATE40_RS05070	837		old_locus_tag=ATE40_005070
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1065004	1065840	+	WP_063919112.1	WP_063919112.1		N-acetylmuramoyl-L-alanine amidase			ATE40_RS05070	837	278	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1065841	1066851	-							ATE40_RS05075	1011		old_locus_tag=ATE40_005075
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1065841	1066851	-	WP_004928393.1	WP_004928393.1		NAD(P)-dependent oxidoreductase			ATE40_RS05075	1011	336	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1067010	1068449	-							ATE40_RS05080	1440		old_locus_tag=ATE40_005080
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1067010	1068449	-	WP_063919113.1	WP_063919113.1		DUF2867 domain-containing protein			ATE40_RS05080	1440	479	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1068600	1068947	+							ATE40_RS05085	348		old_locus_tag=ATE40_005085
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1068600	1068947	+	WP_019454570.1	WP_019454570.1		DUF1294 domain-containing protein			ATE40_RS05085	348	115	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1068976	1069992	-					ltaE		ATE40_RS05090	1017		old_locus_tag=ATE40_005090
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1068976	1069992	-	WP_063919114.1	WP_063919114.1		low-specificity L-threonine aldolase	ltaE		ATE40_RS05090	1017	338	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1070068	1071789	-					poxB		ATE40_RS05095	1722		old_locus_tag=ATE40_005095
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1070068	1071789	-	WP_063919115.1	WP_063919115.1		ubiquinone-dependent pyruvate dehydrogenase	poxB		ATE40_RS05095	1722	573	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1071989	1072990	-					hcr		ATE40_RS05100	1002		old_locus_tag=ATE40_005100
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1071989	1072990	-	WP_025159682.1	WP_025159682.1		NADH oxidoreductase	hcr		ATE40_RS05100	1002	333	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1073046	1074695	-					hcp		ATE40_RS05105	1650		old_locus_tag=ATE40_005105
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1073046	1074695	-	WP_063919116.1	WP_063919116.1		hydroxylamine reductase	hcp		ATE40_RS05105	1650	549	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1074876	1075772	-							ATE40_RS05110	897		old_locus_tag=ATE40_005110
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1074876	1075772	-	WP_019454565.1	WP_019454565.1		lysine exporter LysO family protein			ATE40_RS05110	897	298	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1075960	1077618	+							ATE40_RS05115	1659		old_locus_tag=ATE40_005115
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1075960	1077618	+	WP_019454564.1	WP_019454564.1		ATP-dependent endonuclease			ATE40_RS05115	1659	552	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1077633	1078586	-							ATE40_RS05120	954		old_locus_tag=ATE40_005120
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1077633	1078586	-	WP_019454563.1	WP_019454563.1		VirK/YbjX family protein			ATE40_RS05120	954	317	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1078823	1079896	+					macA		ATE40_RS05125	1074		old_locus_tag=ATE40_005125
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1078823	1079896	+	WP_244889087.1	WP_244889087.1		macrolide transporter subunit MacA	macA		ATE40_RS05125	1074	357	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1079896	1081842	+					macB		ATE40_RS05130	1947		old_locus_tag=ATE40_005130
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1079896	1081842	+	WP_063919118.1	WP_063919118.1		macrolide ABC transporter ATP-binding protein/permease MacB	macB		ATE40_RS05130	1947	648	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1081930	1082151	-					cspD		ATE40_RS05135	222		old_locus_tag=ATE40_005135
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1081930	1082151	-	WP_004928349.1	WP_004928349.1		cold shock-like protein CspD	cspD		ATE40_RS05135	222	73	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1082507	1082827	+					clpS		ATE40_RS05140	321		old_locus_tag=ATE40_005140
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1082507	1082827	+	WP_004928347.1	WP_004928347.1		ATP-dependent Clp protease adapter ClpS	clpS		ATE40_RS05140	321	106	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1082855	1085134	+					clpA		ATE40_RS05145	2280		old_locus_tag=ATE40_005145
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1082855	1085134	+	WP_004928343.1	WP_004928343.1		ATP-dependent Clp protease ATP-binding subunit ClpA	clpA		ATE40_RS05145	2280	759	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1085340	1085558	-					infA		ATE40_RS05150	219		old_locus_tag=ATE40_005150
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1085340	1085558	-	WP_002211347.1	WP_002211347.1		translation initiation factor IF-1	infA		ATE40_RS05150	219	72	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1085664	1086389	-					aat		ATE40_RS05155	726		old_locus_tag=ATE40_005155
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1085664	1086389	-	WP_019454560.1	WP_019454560.1		leucyl/phenylalanyl-tRNA--protein transferase	aat		ATE40_RS05155	726	241	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1086419	1088158	-					cydC		ATE40_RS05160	1740		old_locus_tag=ATE40_005160
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1086419	1088158	-	WP_063919119.1	WP_063919119.1		cysteine/glutathione ABC transporter ATP-binding protein/permease CydC	cydC		ATE40_RS05160	1740	579	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1088161	1089927	-					cydD		ATE40_RS05165	1767		old_locus_tag=ATE40_005165
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1088161	1089927	-	WP_063919120.1	WP_063919120.1		cysteine/glutathione ABC transporter permease/ATP-binding protein CydD	cydD		ATE40_RS05165	1767	588	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1090168	1091139	-					trxB		ATE40_RS05170	972		old_locus_tag=ATE40_005170
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1090168	1091139	-	WP_019454557.1	WP_019454557.1		thioredoxin-disulfide reductase	trxB		ATE40_RS05170	972	323	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1091298	1091570	-							ATE40_RS24555	273		
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1091298	1091570	-	WP_156785401.1	WP_156785401.1		hypothetical protein			ATE40_RS24555	273	90	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1091794	1092288	+					lrp		ATE40_RS05175	495		old_locus_tag=ATE40_005175
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1091794	1092288	+	WP_004928318.1	WP_004928318.1		leucine-responsive transcriptional regulator Lrp	lrp		ATE40_RS05175	495	164	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	1092409	1096038	+							ATE40_RS05180	3630		old_locus_tag=ATE40_005180
