# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1180577	1181068	+							CKW09_RS05530	492		old_locus_tag=SAMEA4384070_01108
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1180577	1181068	+	WP_061796263.1	WP_061796263.1		YajQ family cyclic di-GMP-binding protein			CKW09_RS05530	492	163	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1181101	1182465	-							CKW09_RS05535	1365		old_locus_tag=SAMEA4384070_01109
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1181101	1182465	-	WP_161990695.1	WP_161990695.1		MFS transporter			CKW09_RS05535	1365	454	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1182723	1183613	-					cyoE		CKW09_RS05540	891		old_locus_tag=SAMEA4384070_01110
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1182723	1183613	-	WP_061796265.1	WP_061796265.1		heme o synthase	cyoE		CKW09_RS05540	891	296	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1183631	1183969	-							CKW09_RS05545	339		old_locus_tag=SAMEA4384070_01111
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1183631	1183969	-	WP_061796267.1	WP_061796267.1		cytochrome o ubiquinol oxidase subunit IV			CKW09_RS05545	339	112	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1183966	1184583	-							CKW09_RS05550	618		old_locus_tag=SAMEA4384070_01112
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1183966	1184583	-	WP_061796269.1	WP_061796269.1		cytochrome o ubiquinol oxidase subunit III			CKW09_RS05550	618	205	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1184573	1186564	-					cyoB		CKW09_RS05555	1992		old_locus_tag=SAMEA4384070_01113
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1184573	1186564	-	WP_095096036.1	WP_095096036.1		cytochrome o ubiquinol oxidase subunit I	cyoB		CKW09_RS05555	1992	663	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1186569	1187516	-					cyoA		CKW09_RS05560	948		old_locus_tag=SAMEA4384070_01114
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1186569	1187516	-	WP_061796273.1	WP_061796273.1		cytochrome o ubiquinol oxidase subunit II	cyoA		CKW09_RS05560	948	315	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1187955	1189433	-					ampG		CKW09_RS05565	1479		old_locus_tag=SAMEA4384070_01115
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1187955	1189433	-	WP_061796275.1	WP_061796275.1		muropeptide MFS transporter AmpG	ampG		CKW09_RS05565	1479	492	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1189487	1190065	-							CKW09_RS05570	579		old_locus_tag=SAMEA4384070_01116
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1189487	1190065	-	WP_061796277.1	WP_061796277.1		lipoprotein			CKW09_RS05570	579	192	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1190381	1190695	+					bolA		CKW09_RS05575	315		old_locus_tag=SAMEA4384070_01117
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1190381	1190695	+	WP_004949296.1	WP_004949296.1		transcriptional regulator BolA	bolA		CKW09_RS05575	315	104	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1191063	1192367	+					tig		CKW09_RS05585	1305		old_locus_tag=SAMEA4384070_01119
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1191063	1192367	+	WP_061796279.1	WP_061796279.1		trigger factor	tig		CKW09_RS05585	1305	434	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1192806	1193429	+					clpP		CKW09_RS05590	624		old_locus_tag=SAMEA4384070_01120
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1192806	1193429	+	WP_061796281.1	WP_061796281.1		ATP-dependent Clp endopeptidase proteolytic subunit ClpP	clpP		CKW09_RS05590	624	207	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1193572	1194843	+					clpX		CKW09_RS05595	1272		old_locus_tag=SAMEA4384070_01121
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1193572	1194843	+	WP_004940354.1	WP_004940354.1		ATP-dependent protease ATP-binding subunit ClpX	clpX		CKW09_RS05595	1272	423	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1195038	1197392	+					lon		CKW09_RS05600	2355		old_locus_tag=SAMEA4384070_01123
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1195038	1197392	+	WP_061796283.1	WP_061796283.1		endopeptidase La	lon		CKW09_RS05600	2355	784	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1197609	1197881	+					hupB		CKW09_RS05605	273		
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1197609	1197881	+	WP_004940351.1	WP_004940351.1		DNA-binding protein HU-beta	hupB		CKW09_RS05605	273	90	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1198062	1199945	+					ppiD		CKW09_RS05610	1884		old_locus_tag=SAMEA4384070_01124
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1198062	1199945	+	WP_061796285.1	WP_061796285.1		peptidylprolyl isomerase	ppiD		CKW09_RS05610	1884	627	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1200084	1200458	+							CKW09_RS05615	375		old_locus_tag=SAMEA4384070_01125
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1200084	1200458	+	WP_095096039.1	WP_095096039.1		helix-hairpin-helix domain-containing protein			CKW09_RS05615	375	124	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1200614	1201027	+							CKW09_RS05620	414		old_locus_tag=SAMEA4384070_01126
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1200614	1201027	+	WP_061796289.1	WP_061796289.1		YbgC/FadM family acyl-CoA thioesterase			CKW09_RS05620	414	137	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1201062	1201760	-					queC		CKW09_RS05625	699		old_locus_tag=SAMEA4384070_01127
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1201062	1201760	-	WP_061796290.1	WP_061796290.1		7-cyano-7-deazaguanine synthase QueC	queC		CKW09_RS05625	699	232	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1201896	1203602	-							CKW09_RS05630	1707		old_locus_tag=SAMEA4384070_01128
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1201896	1203602	-	WP_095096042.1	WP_095096042.1		SgrR family transcriptional regulator			CKW09_RS05630	1707	568	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1203707	1204531	+					cof		CKW09_RS05635	825		old_locus_tag=SAMEA4384070_01129
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1203707	1204531	+	WP_061796296.1	WP_061796296.1		HMP-PP phosphatase	cof		CKW09_RS05635	825	274	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1204572	1205612	-							CKW09_RS05640	1041		old_locus_tag=SAMEA4384070_01130
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1204572	1205612	-	WP_061796298.1	WP_061796298.1		PLP-dependent cysteine synthase family protein			CKW09_RS05640	1041	346	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1205735	1206196	+							CKW09_RS05645	462		old_locus_tag=SAMEA4384070_01131
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1205735	1206196	+	WP_061796300.1	WP_061796300.1		Lrp/AsnC family transcriptional regulator			CKW09_RS05645	462	153	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1206289	1208064	+					smdA		CKW09_RS05650	1776		old_locus_tag=SAMEA4384070_01132
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1206289	1208064	+	WP_095096045.1	WP_095096045.1		multidrug efflux ABC transporter permease/ATP-binding subunit SmdA	smdA		CKW09_RS05650	1776	591	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1208057	1209835	+					smdB		CKW09_RS05655	1779		old_locus_tag=SAMEA4384070_01133
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1208057	1209835	+	WP_095096048.1	WP_095096048.1		multidrug efflux ABC transporter permease/ATP-binding subunit SmdB	smdB		CKW09_RS05655	1779	592	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1210130	1210468	+					glnK		CKW09_RS05660	339		old_locus_tag=SAMEA4384070_01134
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1210130	1210468	+	WP_004949337.1	WP_004949337.1		P-II family nitrogen regulator	glnK		CKW09_RS05660	339	112	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1210505	1211791	+					amtB		CKW09_RS05665	1287		old_locus_tag=SAMEA4384070_01135
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1210505	1211791	+	WP_061796306.1	WP_061796306.1		ammonium transporter AmtB	amtB		CKW09_RS05665	1287	428	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1211877	1212740	-					tesB		CKW09_RS05670	864		old_locus_tag=SAMEA4384070_01136
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1211877	1212740	-	WP_061796307.1	WP_061796307.1		acyl-CoA thioesterase II	tesB		CKW09_RS05670	864	287	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1212970	1213461	+							CKW09_RS05675	492		old_locus_tag=SAMEA4384070_01137
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1212970	1213461	+	WP_061796308.1	WP_061796308.1		YbaY family lipoprotein			CKW09_RS05675	492	163	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1213526	1213840	-							CKW09_RS05680	315		old_locus_tag=SAMEA4384070_01138
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1213526	1213840	-	WP_061796310.1	WP_061796310.1		MGMT family protein			CKW09_RS05680	315	104	
gene	SRP_RNA	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1213997	1214093	+					ffs		CKW09_RS05685	97		
ncRNA	SRP_RNA	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1213997	1214093	+				signal recognition particle sRNA small type	ffs		CKW09_RS05685	97		
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1214197	1215540	-							CKW09_RS05690	1344		old_locus_tag=SAMEA4384070_01141
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1214197	1215540	-	WP_095096053.1	WP_095096053.1		NCS2 family permease			CKW09_RS05690	1344	447	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1215572	1217365	-							CKW09_RS05695	1794		old_locus_tag=SAMEA4384070_01142
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1215572	1217365	-	WP_095096056.1	WP_095096056.1		amidohydrolase family protein			CKW09_RS05695	1794	597	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1217502	1218431	+							CKW09_RS05700	930		old_locus_tag=SAMEA4384070_01143
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1217502	1218431	+	WP_061796335.1	WP_061796335.1		LysR family transcriptional regulator			CKW09_RS05700	930	309	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1218511	1218714	-					hha		CKW09_RS05705	204		old_locus_tag=SAMEA4384070_01144
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1218511	1218714	-	WP_061796337.1	WP_061796337.1		hemolysin expression modulator Hha	hha		CKW09_RS05705	204	67	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1218766	1219134	-					tomB		CKW09_RS05710	369		old_locus_tag=SAMEA4384070_01145
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1218766	1219134	-	WP_004940312.1	WP_004940312.1		Hha toxicity modulator TomB	tomB		CKW09_RS05710	369	122	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1219294	1219647	-							CKW09_RS05715	354		old_locus_tag=SAMEA4384070_01146
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1219294	1219647	-	WP_095096059.1	WP_095096059.1		hypothetical protein			CKW09_RS05715	354	117	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1219931	1220077	+							CKW09_RS24670	147		
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1219931	1220077	+	WP_167387233.1	WP_167387233.1		hypothetical protein			CKW09_RS24670	147	48	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1220074	1220787	+							CKW09_RS05720	714		old_locus_tag=SAMEA4384070_01147
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1220074	1220787	+	WP_095096062.1	WP_095096062.1		ABC transporter ATP-binding protein			CKW09_RS05720	714	237	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1220784	1221641	+							CKW09_RS05725	858		old_locus_tag=SAMEA4384070_01148
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1220784	1221641	+	WP_061796344.1	WP_061796344.1		metal ABC transporter permease			CKW09_RS05725	858	285	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1221667	1222545	+							CKW09_RS05730	879		old_locus_tag=SAMEA4384070_01149
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1221667	1222545	+	WP_061796346.1	WP_061796346.1		metal ABC transporter substrate-binding protein			CKW09_RS05730	879	292	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1222654	1222794	-					ykgO		CKW09_RS05735	141		old_locus_tag=SAMEA4384070_01150
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1222654	1222794	-	WP_073970263.1	WP_073970263.1		type B 50S ribosomal protein L36	ykgO		CKW09_RS05735	141	46	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1222804	1223064	-							CKW09_RS05740	261		old_locus_tag=SAMEA4384070_01151
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1222804	1223064	-	WP_095096066.1	WP_095096066.1		type B 50S ribosomal protein L31			CKW09_RS05740	261	86	
gene	pseudogene	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1223190	1224435	-							CKW09_RS05745	1246		pseudo;old_locus_tag=SAMEA4384070_01152
CDS	without_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1223190	1224435	-				IS3 family transposase			CKW09_RS05745	1246		pseudo
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1224550	1227696	-					sdeY		CKW09_RS05750	3147		old_locus_tag=SAMEA4384070_01154
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1224550	1227696	-	WP_095096069.1	WP_095096069.1		multidrug efflux RND transporter permease subunit SdeY	sdeY		CKW09_RS05750	3147	1048	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1227714	1228901	-					sdeX		CKW09_RS05755	1188		old_locus_tag=SAMEA4384070_01155
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1227714	1228901	-	WP_061796351.1	WP_061796351.1		multidrug efflux RND transporter periplasmic adaptor subunit SdeX	sdeX		CKW09_RS05755	1188	395	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1229044	1229700	+					acrR		CKW09_RS05760	657		
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1229044	1229700	+	WP_061796354.1	WP_061796354.1		multidrug efflux transporter transcriptional repressor AcrR	acrR		CKW09_RS05760	657	218	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1229731	1230084	+							CKW09_RS05765	354		old_locus_tag=SAMEA4384070_01157
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1229731	1230084	+	WP_061796356.1	WP_061796356.1		DsrE/DsrF/TusD sulfur relay family protein			CKW09_RS05765	354	117	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1230184	1230363	-					rsmS		CKW09_RS05770	180		old_locus_tag=SAMEA4384070_01158
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1230184	1230363	-	WP_061796359.1	WP_061796359.1		pleiotropic regulatory protein RsmS	rsmS		CKW09_RS05770	180	59	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1230469	1231005	-							CKW09_RS05775	537		old_locus_tag=SAMEA4384070_01159
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1230469	1231005	-	WP_061796360.1	WP_061796360.1		primosomal replication protein			CKW09_RS05775	537	178	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1231157	1231537	+							CKW09_RS05780	381		old_locus_tag=SAMEA4384070_01160
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1231157	1231537	+	WP_061796362.1	WP_061796362.1		DUF454 family protein			CKW09_RS05780	381	126	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1231715	1232266	+					apt		CKW09_RS05785	552		old_locus_tag=SAMEA4384070_01161
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1231715	1232266	+	WP_061796363.1	WP_061796363.1		adenine phosphoribosyltransferase	apt		CKW09_RS05785	552	183	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1232359	1234299	+					dnaX		CKW09_RS05790	1941		
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1232359	1234299	+	WP_061796365.1	WP_061796365.1		DNA polymerase III subunit gamma/tau	dnaX		CKW09_RS05790	1941	646	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1234341	1234670	+							CKW09_RS05795	330		old_locus_tag=SAMEA4384070_01163
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1234341	1234670	+	WP_061796367.1	WP_061796367.1		YbaB/EbfC family nucleoid-associated protein			CKW09_RS05795	330	109	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1234670	1235275	+					recR		CKW09_RS05800	606		old_locus_tag=SAMEA4384070_01164
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1234670	1235275	+	WP_061796368.1	WP_061796368.1		recombination mediator RecR	recR		CKW09_RS05800	606	201	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1235420	1237285	+					htpG		CKW09_RS05805	1866		old_locus_tag=SAMEA4384070_01165
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1235420	1237285	+	WP_167387234.1	WP_167387234.1		molecular chaperone HtpG	htpG		CKW09_RS05805	1866	621	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1237552	1238196	+					adk		CKW09_RS05810	645		old_locus_tag=SAMEA4384070_01166
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1237552	1238196	+	WP_061796370.1	WP_061796370.1		adenylate kinase	adk		CKW09_RS05810	645	214	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1238362	1239495	+							CKW09_RS05815	1134		old_locus_tag=SAMEA4384070_01167
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1238362	1239495	+	WP_061796372.1	WP_061796372.1		helix-turn-helix domain-containing protein			CKW09_RS05815	1134	377	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1239615	1240880	+							CKW09_RS05820	1266		old_locus_tag=SAMEA4384070_01168
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1239615	1240880	+	WP_061796374.1	WP_061796374.1		GntP family permease			CKW09_RS05820	1266	421	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1240890	1242038	+							CKW09_RS05825	1149		old_locus_tag=SAMEA4384070_01169
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1240890	1242038	+	WP_095096076.1	WP_095096076.1		glycerate kinase			CKW09_RS05825	1149	382	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1242185	1243147	+					hemH		CKW09_RS05830	963		old_locus_tag=SAMEA4384070_01170
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1242185	1243147	+	WP_095096079.1	WP_095096079.1		ferrochelatase	hemH		CKW09_RS05830	963	320	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1243238	1244542	+							CKW09_RS05835	1305		old_locus_tag=SAMEA4384070_01171
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1243238	1244542	+	WP_095096082.1	WP_095096082.1		inosine/guanosine kinase			CKW09_RS05835	1305	434	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1244591	1246282	-							CKW09_RS05840	1692		old_locus_tag=SAMEA4384070_01172
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1244591	1246282	-	WP_061799414.1	WP_061799414.1		Kef family K(+) transporter			CKW09_RS05840	1692	563	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1246528	1247748	-							CKW09_RS05845	1221		old_locus_tag=SAMEA4384070_01173
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1246528	1247748	-	WP_095096085.1	WP_095096085.1		MFS transporter			CKW09_RS05845	1221	406	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1247928	1249580	+					ushA		CKW09_RS05850	1653		old_locus_tag=SAMEA4384070_01174
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1247928	1249580	+	WP_061799417.1	WP_061799417.1		bifunctional UDP-sugar hydrolase/5'-nucleotidase UshA	ushA		CKW09_RS05850	1653	550	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1249739	1251211	+					dacB		CKW09_RS05855	1473		old_locus_tag=SAMEA4384070_01175
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1249739	1251211	+	WP_095096088.1	WP_095096088.1		D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase	dacB		CKW09_RS05855	1473	490	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1251238	1251717	-					ybaK		CKW09_RS05860	480		old_locus_tag=SAMEA4384070_01176
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1251238	1251717	-	WP_061799422.1	WP_061799422.1		Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK	ybaK		CKW09_RS05860	480	159	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1251948	1252760	-							CKW09_RS05865	813		
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1251948	1252760	-	WP_095096091.1	WP_095096091.1		TraB/GumN family protein			CKW09_RS05865	813	270	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1252925	1255636	-					copA		CKW09_RS05870	2712		old_locus_tag=SAMEA4384070_01178
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1252925	1255636	-	WP_061799424.1	WP_061799424.1		copper-exporting P-type ATPase CopA	copA		CKW09_RS05870	2712	903	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1255984	1256757	-							CKW09_RS05875	774		old_locus_tag=SAMEA4384070_01179
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1255984	1256757	-	WP_095096094.1	WP_095096094.1		ankyrin repeat domain-containing protein			CKW09_RS05875	774	257	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1256754	1258238	-							CKW09_RS05880	1485		old_locus_tag=SAMEA4384070_01180
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1256754	1258238	-	WP_231922149.1	WP_231922149.1		phospholipase			CKW09_RS05880	1485	494	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	1258484	1258885	+					cueR		CKW09_RS05885	402		old_locus_tag=SAMEA4384070_01181
