# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1687701	1688711	+	WP_142075765.1	WP_142075765.1		iron ABC transporter permease		64307475	J0X03_RS07815	1011	336	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1688698	1689465	+						64307476	J0X03_RS07820	768		old_locus_tag=J0X03_07820
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1688698	1689465	+	WP_033651856.1	WP_033651856.1		ABC transporter ATP-binding protein		64307476	J0X03_RS07820	768	255	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1689568	1690443	+					hchA	64307477	J0X03_RS07825	876		old_locus_tag=J0X03_07825
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1689568	1690443	+	WP_160204409.1	WP_160204409.1		protein deglycase HchA	hchA	64307477	J0X03_RS07825	876	291	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1690440	1691168	+						64307478	J0X03_RS07830	729		old_locus_tag=J0X03_07830
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1690440	1691168	+	WP_046687426.1	WP_046687426.1		autoinducer binding domain-containing protein		64307478	J0X03_RS07830	729	242	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1691165	1692055	-						64307479	J0X03_RS07835	891		old_locus_tag=J0X03_07835
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1691165	1692055	-	WP_046687425.1	WP_046687425.1		LysR substrate-binding domain-containing protein		64307479	J0X03_RS07835	891	296	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1692185	1692757	+						64307480	J0X03_RS07840	573		old_locus_tag=J0X03_07840
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1692185	1692757	+	WP_160204408.1	WP_160204408.1		hypothetical protein		64307480	J0X03_RS07840	573	190	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1692807	1694513	-						64307481	J0X03_RS07845	1707		old_locus_tag=J0X03_07845
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1692807	1694513	-	WP_142075756.1	WP_142075756.1		hemolysin		64307481	J0X03_RS07845	1707	568	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1694968	1695858	+						64307482	J0X03_RS07850	891		old_locus_tag=J0X03_07850
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1694968	1695858	+	WP_160204407.1	WP_160204407.1		oxidoreductase		64307482	J0X03_RS07850	891	296	
gene	tRNA	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1696004	1696079	-						64307483	J0X03_RS07855	76		old_locus_tag=J0X03_07855
tRNA		GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1696004	1696079	-				tRNA-Asn		64307483	J0X03_RS07855	76		anticodon=GTT
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1696194	1699283	-						64307484	J0X03_RS07860	3090		old_locus_tag=J0X03_07860
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1696194	1699283	-	WP_160204406.1	WP_160204406.1		beta-galactosidase		64307484	J0X03_RS07860	3090	1029	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1699386	1700072	-					dpiA	64307485	J0X03_RS07865	687		old_locus_tag=J0X03_07865
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1699386	1700072	-	WP_160204405.1	WP_160204405.1		two-component response regulator DpiA	dpiA	64307485	J0X03_RS07865	687	228	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1700386	1701456	+					citC	64307486	J0X03_RS07870	1071		old_locus_tag=J0X03_07870
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1700386	1701456	+	WP_004940809.1	WP_004940809.1		[citrate (pro-3S)-lyase] ligase	citC	64307486	J0X03_RS07870	1071	356	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1701456	1701764	+					citD	64307487	J0X03_RS07875	309		old_locus_tag=J0X03_07875
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1701456	1701764	+	WP_046687418.1	WP_046687418.1		citrate lyase acyl carrier protein	citD	64307487	J0X03_RS07875	309	102	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1701748	1702668	+					citE	64307488	J0X03_RS07880	921		old_locus_tag=J0X03_07880
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1701748	1702668	+	WP_016927085.1	WP_016927085.1		citrate (pro-3S)-lyase subunit beta	citE	64307488	J0X03_RS07880	921	306	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1702668	1704173	+					citF	64307489	J0X03_RS07885	1506		old_locus_tag=J0X03_07885
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1702668	1704173	+	WP_028130661.1	WP_028130661.1		citrate lyase subunit alpha	citF	64307489	J0X03_RS07885	1506	501	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1704177	1704725	+					citX	64307490	J0X03_RS07890	549		old_locus_tag=J0X03_07890
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1704177	1704725	+	WP_160204404.1	WP_160204404.1		citrate lyase holo-[acyl-carrier protein] synthase	citX	64307490	J0X03_RS07890	549	182	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1704706	1705590	+					citG	64307491	J0X03_RS07895	885		old_locus_tag=J0X03_07895
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1704706	1705590	+	WP_103100978.1	WP_103100978.1		triphosphoribosyl-dephospho-CoA synthase CitG	citG	64307491	J0X03_RS07895	885	294	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1705616	1707079	+						64307492	J0X03_RS07900	1464		old_locus_tag=J0X03_07900
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1705616	1707079	+	WP_033643712.1	WP_033643712.1		anion permease		64307492	J0X03_RS07900	1464	487	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1707226	1708455	+					agp	64307493	J0X03_RS07905	1230		old_locus_tag=J0X03_07905
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1707226	1708455	+	WP_049204984.1	WP_049204984.1		bifunctional glucose-1-phosphatase/inositol phosphatase	agp	64307493	J0X03_RS07905	1230	409	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1708617	1709309	+						64307494	J0X03_RS07910	693		old_locus_tag=J0X03_07910
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1708617	1709309	+	WP_160204403.1	WP_160204403.1		4'-phosphopantetheinyl transferase superfamily protein		64307494	J0X03_RS07910	693	230	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1709499	1710689	+						64307495	J0X03_RS07915	1191		old_locus_tag=J0X03_07915
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1709499	1710689	+	WP_103100979.1	WP_103100979.1		isochorismate synthase		64307495	J0X03_RS07915	1191	396	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1710790	1711548	+					dhbA	64307496	J0X03_RS07920	759		old_locus_tag=J0X03_07920
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1710790	1711548	+	WP_033643707.1	WP_033643707.1		2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	dhbA	64307496	J0X03_RS07920	759	252	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1711550	1712428	-					rarD	64307497	J0X03_RS07925	879		old_locus_tag=J0X03_07925
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1711550	1712428	-	WP_033643705.1	WP_033643705.1		EamA family transporter RarD	rarD	64307497	J0X03_RS07925	879	292	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1712568	1713215	+					alkB	64307498	J0X03_RS07930	648		old_locus_tag=J0X03_07930
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1712568	1713215	+	WP_160204402.1	WP_160204402.1		DNA oxidative demethylase AlkB	alkB	64307498	J0X03_RS07930	648	215	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1713198	1714133	-						64307499	J0X03_RS07935	936		old_locus_tag=J0X03_07935
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1713198	1714133	-	WP_047574552.1	WP_047574552.1		LysR family transcriptional regulator		64307499	J0X03_RS07935	936	311	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1714219	1714848	+						64307500	J0X03_RS07940	630		old_locus_tag=J0X03_07940
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1714219	1714848	+	WP_033643701.1	WP_033643701.1		serine-tRNA(Ala) deacylase AlaX		64307500	J0X03_RS07940	630	209	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1714854	1715096	-						64307501	J0X03_RS07945	243		old_locus_tag=J0X03_07945
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1714854	1715096	-	WP_015378427.1	WP_015378427.1		hypothetical protein		64307501	J0X03_RS07945	243	80	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1715416	1716171	+						64307502	J0X03_RS07950	756		old_locus_tag=J0X03_07950
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1715416	1716171	+	WP_094143562.1	WP_094143562.1		glycosyltransferase family 2 protein		64307502	J0X03_RS07950	756	251	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1716282	1717922	-						64307503	J0X03_RS07955	1641		old_locus_tag=J0X03_07955
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1716282	1717922	-	WP_016927100.1	WP_016927100.1		Na+/H+ antiporter		64307503	J0X03_RS07955	1641	546	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1718118	1720457	-						64307504	J0X03_RS07960	2340		old_locus_tag=J0X03_07960
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1718118	1720457	-	WP_116286324.1	WP_116286324.1		membrane-bound PQQ-dependent dehydrogenase, glucose/quinate/shikimate family		64307504	J0X03_RS07960	2340	779	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1720915	1721088	-						64307505	J0X03_RS07965	174		old_locus_tag=J0X03_07965
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1720915	1721088	-	WP_154219870.1	WP_154219870.1		hypothetical protein		64307505	J0X03_RS07965	174	57	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1721584	1722471	-						64307506	J0X03_RS07970	888		old_locus_tag=J0X03_07970
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1721584	1722471	-	WP_089197211.1	WP_089197211.1		helix-turn-helix domain-containing protein		64307506	J0X03_RS07970	888	295	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1723169	1724017	+						64307507	J0X03_RS07975	849		old_locus_tag=J0X03_07975
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1723169	1724017	+	WP_223524802.1	WP_223524802.1		helix-turn-helix domain-containing protein		64307507	J0X03_RS07975	849	282	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1724735	1726654	-						64307508	J0X03_RS07980	1920		old_locus_tag=J0X03_07980
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1724735	1726654	-	WP_160204401.1	WP_160204401.1		sigma-54-dependent Fis family transcriptional regulator		64307508	J0X03_RS07980	1920	639	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1726653	1726877	+						64307509	J0X03_RS07985	225		old_locus_tag=J0X03_07985
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1726653	1726877	+	WP_139120308.1	WP_139120308.1		hypothetical protein		64307509	J0X03_RS07985	225	74	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1726935	1728107	+					ssuD	64307510	J0X03_RS07990	1173		old_locus_tag=J0X03_07990
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1726935	1728107	+	WP_047574561.1	WP_047574561.1		FMNH2-dependent alkanesulfonate monooxygenase	ssuD	64307510	J0X03_RS07990	1173	390	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1728107	1729486	+						64307511	J0X03_RS07995	1380		old_locus_tag=J0X03_07995
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1728107	1729486	+	WP_160204400.1	WP_160204400.1		FAD/NAD(P)-binding protein		64307511	J0X03_RS07995	1380	459	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1729515	1730150	-						64307512	J0X03_RS08000	636		old_locus_tag=J0X03_08000
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1729515	1730150	-	WP_033651832.1	WP_033651832.1		flavodoxin family protein		64307512	J0X03_RS08000	636	211	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1730266	1731162	+						64307513	J0X03_RS08005	897		old_locus_tag=J0X03_08005
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1730266	1731162	+	WP_033643692.1	WP_033643692.1		LysR substrate-binding domain-containing protein		64307513	J0X03_RS08005	897	298	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1731232	1731819	+						64307514	J0X03_RS08010	588		old_locus_tag=J0X03_08010
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1731232	1731819	+	WP_033643691.1	WP_033643691.1		nitroreductase family protein		64307514	J0X03_RS08010	588	195	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1731950	1732243	+						64307515	J0X03_RS08015	294		old_locus_tag=J0X03_08015
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1731950	1732243	+	WP_033643690.1	WP_033643690.1		DUF2623 family protein		64307515	J0X03_RS08015	294	97	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1732256	1732825	-						64307516	J0X03_RS08020	570		old_locus_tag=J0X03_08020
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1732256	1732825	-	WP_033643689.1	WP_033643689.1		XRE family transcriptional regulator		64307516	J0X03_RS08020	570	189	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1732864	1733382	+						64307517	J0X03_RS08025	519		old_locus_tag=J0X03_08025
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1732864	1733382	+	WP_072627357.1	WP_072627357.1		GNAT family N-acetyltransferase		64307517	J0X03_RS08025	519	172	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1733400	1733840	+						64307518	J0X03_RS08030	441		old_locus_tag=J0X03_08030
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1733400	1733840	+	WP_033651828.1	WP_033651828.1		DMT family transporter		64307518	J0X03_RS08030	441	146	
gene	tRNA	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1733898	1733973	-						64307519	J0X03_RS08035	76		old_locus_tag=J0X03_08035
tRNA		GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1733898	1733973	-				tRNA-Asn		64307519	J0X03_RS08035	76		anticodon=GTT
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1734302	1735225	+					nac	64307520	J0X03_RS08040	924		old_locus_tag=J0X03_08040
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1734302	1735225	+	WP_033643686.1	WP_033643686.1		nitrogen assimilation transcriptional regulator NAC	nac	64307520	J0X03_RS08040	924	307	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1735262	1736725	-						64307521	J0X03_RS08045	1464		old_locus_tag=J0X03_08045
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1735262	1736725	-	WP_033643685.1	WP_033643685.1		AMP nucleosidase		64307521	J0X03_RS08045	1464	487	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1736865	1739168	-					opgB	64307522	J0X03_RS08050	2304		old_locus_tag=J0X03_08050
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1736865	1739168	-	WP_103100985.1	WP_103100985.1		phosphatidylglycerol--membrane-oligosaccharide glycerophosphotransferase	opgB	64307522	J0X03_RS08050	2304	767	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1739454	1740194	+						64307523	J0X03_RS08055	741		old_locus_tag=J0X03_08055
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1739454	1740194	+	WP_122003972.1	WP_122003972.1		transporter substrate-binding domain-containing protein		64307523	J0X03_RS08055	741	246	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1740195	1741130	-						64307524	J0X03_RS08060	936		old_locus_tag=J0X03_08060
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1740195	1741130	-	WP_103100987.1	WP_103100987.1		ABC transporter substrate-binding protein		64307524	J0X03_RS08060	936	311	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1741166	1741933	-						64307525	J0X03_RS08065	768		old_locus_tag=J0X03_08065
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1741166	1741933	-	WP_033643681.1	WP_033643681.1		ABC transporter permease		64307525	J0X03_RS08065	768	255	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1741930	1742670	-						64307526	J0X03_RS08070	741		old_locus_tag=J0X03_08070
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1741930	1742670	-	WP_033651821.1	WP_033651821.1		ABC transporter ATP-binding protein		64307526	J0X03_RS08070	741	246	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1742667	1743350	-						64307527	J0X03_RS08075	684		old_locus_tag=J0X03_08075
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1742667	1743350	-	WP_069100809.1	WP_069100809.1		TenA family protein		64307527	J0X03_RS08075	684	227	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1743665	1744687	+						64307528	J0X03_RS08080	1023		old_locus_tag=J0X03_08080
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1743665	1744687	+	WP_103100988.1	WP_103100988.1		LLM class flavin-dependent oxidoreductase		64307528	J0X03_RS08080	1023	340	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1744700	1745434	+						64307529	J0X03_RS08085	735		old_locus_tag=J0X03_08085
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1744700	1745434	+	WP_103100989.1	WP_103100989.1		SDR family NAD(P)-dependent oxidoreductase		64307529	J0X03_RS08085	735	244	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1745561	1746535	+						64307530	J0X03_RS08090	975		old_locus_tag=J0X03_08090
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1745561	1746535	+	WP_033651909.1	WP_033651909.1		helix-turn-helix domain-containing protein		64307530	J0X03_RS08090	975	324	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1746613	1747623	+					gap	64307531	J0X03_RS08095	1011		old_locus_tag=J0X03_08095
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1746613	1747623	+	WP_160204399.1	WP_160204399.1		type I glyceraldehyde-3-phosphate dehydrogenase	gap	64307531	J0X03_RS08095	1011	336	
gene	tRNA	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1747678	1747753	-						64307532	J0X03_RS08100	76		old_locus_tag=J0X03_08100
tRNA		GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1747678	1747753	-				tRNA-Asn		64307532	J0X03_RS08100	76		anticodon=GTT
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1747853	1748653	-					mtfA	64307533	J0X03_RS08105	801		old_locus_tag=J0X03_08105
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1747853	1748653	-	WP_160204398.1	WP_160204398.1		DgsA anti-repressor MtfA	mtfA	64307533	J0X03_RS08105	801	266	
gene	tRNA	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1748746	1748835	+						64307534	J0X03_RS08110	90		old_locus_tag=J0X03_08110
tRNA		GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1748746	1748835	+				tRNA-Ser		64307534	J0X03_RS08110	90		anticodon=CGA
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1748948	1750321	-						64307535	J0X03_RS08115	1374		old_locus_tag=J0X03_08115
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1748948	1750321	-	WP_046687396.1	WP_046687396.1		aromatic acid/H+ symport family MFS transporter		64307535	J0X03_RS08115	1374	457	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1750578	1752473	-						64307536	J0X03_RS08120	1896		old_locus_tag=J0X03_08120
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1750578	1752473	-	WP_147879971.1	WP_147879971.1		sugar phosphate isomerase/epimerase and 4-hydroxyphenylpyruvate domain-containing protein		64307536	J0X03_RS08120	1896	631	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1752703	1753440	+					pcaH	64307537	J0X03_RS08125	738		old_locus_tag=J0X03_08125
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1752703	1753440	+	WP_016927158.1	WP_016927158.1		protocatechuate 3,4-dioxygenase subunit beta	pcaH	64307537	J0X03_RS08125	738	245	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1753440	1754060	+					pcaG	64307538	J0X03_RS08130	621		old_locus_tag=J0X03_08130
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1753440	1754060	+	WP_016927159.1	WP_016927159.1		protocatechuate 3,4-dioxygenase subunit alpha	pcaG	64307538	J0X03_RS08130	621	206	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1754120	1755052	+						64307539	J0X03_RS08135	933		old_locus_tag=J0X03_08135
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1754120	1755052	+	WP_060660529.1	WP_060660529.1		LysR substrate-binding domain-containing protein		64307539	J0X03_RS08135	933	310	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1755062	1755472	-					pcaC	71224921	J0X03_RS24155	411		
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1755062	1755472	-	WP_230358717.1	WP_230358717.1		4-carboxymuconolactone decarboxylase	pcaC	71224921	J0X03_RS24155	411	136	
gene	pseudogene	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1755530	1756213	-					pcaD	71224922	J0X03_RS24160	684		partial;pseudo
CDS	without_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1755530	1756213	-				3-oxoadipate enol-lactonase	pcaD	71224922	J0X03_RS24160	684		partial;pseudo
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1756207	1757556	-						64307541	J0X03_RS08145	1350		old_locus_tag=J0X03_08145
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1756207	1757556	-	WP_160204397.1	WP_160204397.1		3-carboxy-cis,cis-muconate cycloisomerase		64307541	J0X03_RS08145	1350	449	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1757560	1758762	-					pcaF	64307542	J0X03_RS08150	1203		old_locus_tag=J0X03_08150
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1757560	1758762	-	WP_160204396.1	WP_160204396.1		3-oxoadipyl-CoA thiolase	pcaF	64307542	J0X03_RS08150	1203	400	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1758773	1759426	-						64307543	J0X03_RS08155	654		old_locus_tag=J0X03_08155
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1758773	1759426	-	WP_046687390.1	WP_046687390.1		3-oxoacid CoA-transferase subunit B		64307543	J0X03_RS08155	654	217	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1759438	1760127	-						64307544	J0X03_RS08160	690		old_locus_tag=J0X03_08160
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1759438	1760127	-	WP_033651809.1	WP_033651809.1		3-oxoacid CoA-transferase subunit A		64307544	J0X03_RS08160	690	229	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1760317	1761129	+						64307545	J0X03_RS08165	813		old_locus_tag=J0X03_08165
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1760317	1761129	+	WP_033643667.1	WP_033643667.1		helix-turn-helix domain-containing protein		64307545	J0X03_RS08165	813	270	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	1761256	1761888	+						64307546	J0X03_RS08170	633		old_locus_tag=J0X03_08170
