# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	735705	735803	-	WP_099785722.1	WP_099785722.1		ilvB operon leader peptide IvbL	ivbL		E5D60_RS03370	99	32	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	735907	736611	-					thiQ		E5D60_RS03375	705		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	735907	736611	-	WP_033631775.1	WP_033631775.1		thiamine ABC transporter ATP-binding protein ThiQ	thiQ		E5D60_RS03375	705	234	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	736598	738205	-					thiP		E5D60_RS03380	1608		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	736598	738205	-	WP_135637778.1	WP_135637778.1		thiamine/thiamine pyrophosphate ABC transporter permease ThiP	thiP		E5D60_RS03380	1608	535	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	738181	739167	-					thiB		E5D60_RS03385	987		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	738181	739167	-	WP_033631777.1	WP_033631777.1		thiamine ABC transporter substrate binding subunit	thiB		E5D60_RS03385	987	328	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	739381	741042	-					sgrR		E5D60_RS03390	1662		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	739381	741042	-	WP_015376637.1	WP_015376637.1		HTH-type transcriptional regulator SgrR	sgrR		E5D60_RS03390	1662	553	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	741133	741306	+					sgrT		E5D60_RS03395	174		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	741133	741306	+	WP_004932838.1	WP_004932838.1		glucose uptake inhibitor SgrT	sgrT		E5D60_RS03395	174	57	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	741461	742657	+							E5D60_RS03400	1197		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	741461	742657	+	WP_033631778.1	WP_033631778.1		MFS transporter			E5D60_RS03400	1197	398	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	742802	744274	+							E5D60_RS03405	1473		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	742802	744274	+	WP_135637779.1	WP_135637779.1		DASS family sodium-coupled anion symporter			E5D60_RS03405	1473	490	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	744312	744914	-					leuD		E5D60_RS03410	603		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	744312	744914	-	WP_004932829.1	WP_004932829.1		3-isopropylmalate dehydratase small subunit	leuD		E5D60_RS03410	603	200	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	744924	746324	-					leuC		E5D60_RS03415	1401		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	744924	746324	-	WP_033631780.1	WP_033631780.1		3-isopropylmalate dehydratase large subunit	leuC		E5D60_RS03415	1401	466	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	746326	747417	-					leuB		E5D60_RS03420	1092		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	746326	747417	-	WP_025159635.1	WP_025159635.1		3-isopropylmalate dehydrogenase	leuB		E5D60_RS03420	1092	363	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	747420	748994	-					leuA		E5D60_RS03425	1575		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	747420	748994	-	WP_004932820.1	WP_004932820.1		2-isopropylmalate synthase	leuA		E5D60_RS03425	1575	524	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	749868	750815	+					leuO		E5D60_RS03435	948		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	749868	750815	+	WP_004932811.1	WP_004932811.1		transcriptional regulator LeuO	leuO		E5D60_RS03435	948	315	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	751281	753089	+							E5D60_RS03440	1809		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	751281	753089	+	WP_033631781.1	WP_033631781.1		long-chain fatty acid--CoA ligase			E5D60_RS03440	1809	602	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	753405	755123	+					ilvI		E5D60_RS03445	1719		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	753405	755123	+	WP_033631782.1	WP_033631782.1		acetolactate synthase 3 large subunit	ilvI		E5D60_RS03445	1719	572	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	755126	755617	+					ilvN		E5D60_RS03450	492		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	755126	755617	+	WP_004932806.1	WP_004932806.1		acetolactate synthase small subunit	ilvN		E5D60_RS03450	492	163	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	755835	756839	+					cra		E5D60_RS03455	1005		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	755835	756839	+	WP_004932801.1	WP_004932801.1		catabolite repressor/activator	cra		E5D60_RS03455	1005	334	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	756877	757317	-							E5D60_RS03460	441		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	756877	757317	-	WP_004932798.1	WP_004932798.1		L-alanine exporter AlaE			E5D60_RS03460	441	146	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	758180	758638	+					mraZ		E5D60_RS03465	459		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	758180	758638	+	WP_031300396.1	WP_031300396.1		division/cell wall cluster transcriptional repressor MraZ	mraZ		E5D60_RS03465	459	152	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	758641	759582	+					rsmH		E5D60_RS03470	942		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	758641	759582	+	WP_004932794.1	WP_004932794.1		16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH	rsmH		E5D60_RS03470	942	313	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	759579	759899	+					ftsL		E5D60_RS03475	321		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	759579	759899	+	WP_015376645.1	WP_015376645.1		cell division protein FtsL	ftsL		E5D60_RS03475	321	106	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	759942	761705	+							E5D60_RS03480	1764		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	759942	761705	+	WP_004932790.1	WP_004932790.1		peptidoglycan glycosyltransferase FtsI			E5D60_RS03480	1764	587	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	761692	763179	+					murE		E5D60_RS03485	1488		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	761692	763179	+	WP_135637780.1	WP_135637780.1		UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	murE		E5D60_RS03485	1488	495	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	763176	764537	+					murF		E5D60_RS03490	1362		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	763176	764537	+	WP_033631785.1	WP_033631785.1		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	murF		E5D60_RS03490	1362	453	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	764531	765613	+					mraY		E5D60_RS03495	1083		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	764531	765613	+	WP_004932782.1	WP_004932782.1		phospho-N-acetylmuramoyl-pentapeptide-transferase	mraY		E5D60_RS03495	1083	360	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	765616	766935	+					murD		E5D60_RS03500	1320		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	765616	766935	+	WP_025301569.1	WP_025301569.1		UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	murD		E5D60_RS03500	1320	439	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	766932	768134	+					ftsW		E5D60_RS03505	1203		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	766932	768134	+	WP_004932776.1	WP_004932776.1		cell division protein FtsW	ftsW		E5D60_RS03505	1203	400	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	768138	769202	+					murG		E5D60_RS03510	1065		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	768138	769202	+	WP_004932773.1	WP_004932773.1		undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	murG		E5D60_RS03510	1065	354	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	769287	770762	+					murC		E5D60_RS03515	1476		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	769287	770762	+	WP_028127852.1	WP_028127852.1		UDP-N-acetylmuramate--L-alanine ligase	murC		E5D60_RS03515	1476	491	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	770755	771675	+							E5D60_RS03520	921		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	770755	771675	+	WP_033631787.1	WP_033631787.1		D-alanine--D-alanine ligase			E5D60_RS03520	921	306	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	771677	772528	+					ftsQ		E5D60_RS03525	852		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	771677	772528	+	WP_004932761.1	WP_004932761.1		cell division protein FtsQ	ftsQ		E5D60_RS03525	852	283	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	772525	773781	+					ftsA		E5D60_RS03530	1257		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	772525	773781	+	WP_004932758.1	WP_004932758.1		cell division protein FtsA	ftsA		E5D60_RS03530	1257	418	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	773856	775010	+					ftsZ		E5D60_RS03535	1155		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	773856	775010	+	WP_004932757.1	WP_004932757.1		cell division protein FtsZ	ftsZ		E5D60_RS03535	1155	384	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	775114	776031	+					lpxC		E5D60_RS03540	918		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	775114	776031	+	WP_004932754.1	WP_004932754.1		UDP-3-O-acyl-N-acetylglucosamine deacetylase	lpxC		E5D60_RS03540	918	305	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	776133	776648	-							E5D60_RS03545	516		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	776133	776648	-	WP_004932751.1	WP_004932751.1		DUF721 domain-containing protein			E5D60_RS03545	516	171	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	776675	777205	+					secM		E5D60_RS03550	531		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	776675	777205	+	WP_004932747.1	WP_004932747.1		secA translation cis-regulator SecM	secM		E5D60_RS03550	531	176	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	777288	779996	+					secA		E5D60_RS03555	2709		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	777288	779996	+	WP_135637781.1	WP_135637781.1		preprotein translocase subunit SecA	secA		E5D60_RS03555	2709	902	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	780077	780481	+					mutT		E5D60_RS03560	405		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	780077	780481	+	WP_033631788.1	WP_033631788.1		8-oxo-dGTP diphosphatase MutT	mutT		E5D60_RS03560	405	134	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	780521	780712	-					yacG		E5D60_RS03565	192		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	780521	780712	-	WP_004932737.1	WP_004932737.1		DNA gyrase inhibitor YacG	yacG		E5D60_RS03565	192	63	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	780764	781516	-					zapD		E5D60_RS03570	753		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	780764	781516	-	WP_033631789.1	WP_033631789.1		cell division protein ZapD	zapD		E5D60_RS03570	753	250	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	781522	782136	-					coaE		E5D60_RS03575	615		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	781522	782136	-	WP_033631791.1	WP_033631791.1		dephospho-CoA kinase	coaE		E5D60_RS03575	615	204	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	782499	783542	+							E5D60_RS03580	1044		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	782499	783542	+	WP_015376656.1	WP_015376656.1		GMP reductase			E5D60_RS03580	1044	347	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	783595	784794	-					hofC		E5D60_RS03585	1200		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	783595	784794	-	WP_060558576.1	WP_060558576.1		protein transport protein HofC	hofC		E5D60_RS03585	1200	399	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	784791	786233	-					gspE		E5D60_RS03590	1443		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	784791	786233	-	WP_060560409.1	WP_060560409.1		type II secretion system protein GspE	gspE		E5D60_RS03590	1443	480	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	786239	786676	-					ppdD		E5D60_RS03595	438		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	786239	786676	-	WP_033631793.1	WP_033631793.1		prepilin peptidase-dependent pilin	ppdD		E5D60_RS03595	438	145	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	786866	787756	-					nadC		E5D60_RS03600	891		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	786866	787756	-	WP_004932717.1	WP_004932717.1		carboxylating nicotinate-nucleotide diphosphorylase	nadC		E5D60_RS03600	891	296	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	787841	788437	+					ampD		E5D60_RS03605	597		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	787841	788437	+	WP_060558578.1	WP_060558578.1		1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	ampD		E5D60_RS03605	597	198	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	788437	789291	+					ampE		E5D60_RS03610	855		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	788437	789291	+	WP_033631795.1	WP_033631795.1		beta-lactamase regulator AmpE	ampE		E5D60_RS03610	855	284	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	789352	790641	-					hemL		E5D60_RS03615	1290		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	789352	790641	-	WP_033631796.1	WP_033631796.1		glutamate-1-semialdehyde 2,1-aminomutase	hemL		E5D60_RS03615	1290	429	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	790816	792255	+					clcA		E5D60_RS03620	1440		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	790816	792255	+	WP_033631797.1	WP_033631797.1		H(+)/Cl(-) exchange transporter ClcA	clcA		E5D60_RS03620	1440	479	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	792345	792689	+					erpA		E5D60_RS03625	345		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	792345	792689	+	WP_004932708.1	WP_004932708.1		iron-sulfur cluster insertion protein ErpA	erpA		E5D60_RS03625	345	114	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	792815	793429	-							E5D60_RS03630	615		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	792815	793429	-	WP_019455092.1	WP_019455092.1		TRIC cation channel family protein			E5D60_RS03630	615	204	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	793429	794214	-					btuF		E5D60_RS03635	786		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	793429	794214	-	WP_033633552.1	WP_033633552.1		vitamin B12 ABC transporter substrate-binding protein BtuF	btuF		E5D60_RS03635	786	261	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	794237	794938	-					mtnN		E5D60_RS03640	702		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	794237	794938	-	WP_015376665.1	WP_015376665.1		5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	mtnN		E5D60_RS03640	702	233	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	795068	796585	+					dgt		E5D60_RS03645	1518		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	795068	796585	+	WP_044029676.1	WP_044029676.1		dGTPase	dgt		E5D60_RS03645	1518	505	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	796767	798206	+					degP		E5D60_RS03650	1440		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	796767	798206	+	WP_060558581.1	WP_060558581.1		serine endoprotease DegP	degP		E5D60_RS03650	1440	479	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	798275	801001	-					barA		E5D60_RS03655	2727		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	798275	801001	-	WP_033631801.1	WP_033631801.1		two-component sensor histidine kinase BarA	barA		E5D60_RS03655	2727	908	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	801068	802417	+					rlmD		E5D60_RS03660	1350		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	801068	802417	+	WP_060558583.1	WP_060558583.1		23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	rlmD		E5D60_RS03660	1350	449	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	802427	804658	+					relA		E5D60_RS03665	2232		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	802427	804658	+	WP_004932686.1	WP_004932686.1		GTP diphosphokinase	relA		E5D60_RS03665	2232	743	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	804761	805555	+					mazG		E5D60_RS03670	795		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	804761	805555	+	WP_135637782.1	WP_135637782.1		nucleoside triphosphate pyrophosphohydrolase	mazG		E5D60_RS03670	795	264	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	805627	806490	+							E5D60_RS03675	864		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	805627	806490	+	WP_135637783.1	WP_135637783.1		hypothetical protein			E5D60_RS03675	864	287	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	806884	808521	+					pyrG		E5D60_RS03680	1638		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	806884	808521	+	WP_004932674.1	WP_004932674.1		CTP synthase (glutamine hydrolyzing)	pyrG		E5D60_RS03680	1638	545	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	808603	809898	+					eno		E5D60_RS03685	1296		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	808603	809898	+	WP_004932670.1	WP_004932670.1		phosphopyruvate hydratase	eno		E5D60_RS03685	1296	431	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	810196	811386	+							E5D60_RS03690	1191		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	810196	811386	+	WP_135637784.1	WP_135637784.1		NAD(P)/FAD-dependent oxidoreductase			E5D60_RS03690	1191	396	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	811383	811787	+							E5D60_RS03695	405		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	811383	811787	+	WP_080347712.1	WP_080347712.1		hypothetical protein			E5D60_RS03695	405	134	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	811818	813014	+							E5D60_RS03700	1197		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	811818	813014	+	WP_135637785.1	WP_135637785.1		methionine gamma-lyase			E5D60_RS03700	1197	398	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	813052	814446	-							E5D60_RS03705	1395		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	813052	814446	-	WP_015376675.1	WP_015376675.1		amino acid permease			E5D60_RS03705	1395	464	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	814549	816084	-					hutH		E5D60_RS03710	1536		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	814549	816084	-	WP_015376676.1	WP_015376676.1		histidine ammonia-lyase	hutH		E5D60_RS03710	1536	511	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	816081	817772	-					hutU		E5D60_RS03715	1692		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	816081	817772	-	WP_135637786.1	WP_135637786.1		urocanate hydratase	hutU		E5D60_RS03715	1692	563	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	818148	819488	-							E5D60_RS03720	1341		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	818148	819488	-	WP_015376678.1	WP_015376678.1		aromatic acid/H+ symport family MFS transporter			E5D60_RS03720	1341	446	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	819816	820487	+					queE		E5D60_RS03725	672		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	819816	820487	+	WP_004932641.1	WP_004932641.1		7-carboxy-7-deazaguanine synthase QueE	queE		E5D60_RS03725	672	223	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	820518	820877	-					queD		E5D60_RS03730	360		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	820518	820877	-	WP_004932638.1	WP_004932638.1		6-carboxytetrahydropterin synthase QueD	queD		E5D60_RS03730	360	119	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	821314	823116	+					cysJ		E5D60_RS03735	1803		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	821314	823116	+	WP_082997261.1	WP_082997261.1		NADPH-dependent assimilatory sulfite reductase flavoprotein subunit	cysJ		E5D60_RS03735	1803	600	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	823116	824831	+					cysI		E5D60_RS03740	1716		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	823116	824831	+	WP_021505320.1	WP_021505320.1		assimilatory sulfite reductase (NADPH) hemoprotein subunit	cysI		E5D60_RS03740	1716	571	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	824893	825627	+							E5D60_RS03745	735		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	824893	825627	+	WP_016929052.1	WP_016929052.1		phosphoadenylyl-sulfate reductase			E5D60_RS03745	735	244	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	825683	826753	-							E5D60_RS03750	1071		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	825683	826753	-	WP_033633554.1	WP_033633554.1		aminopeptidase			E5D60_RS03750	1071	356	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	827015	828445	+					cysG		E5D60_RS03755	1431		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	827015	828445	+	WP_135637787.1	WP_135637787.1		siroheme synthase CysG	cysG		E5D60_RS03755	1431	476	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	828468	829376	+					cysD		E5D60_RS03760	909		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	828468	829376	+	WP_004932620.1	WP_004932620.1		sulfate adenylyltransferase subunit CysD	cysD		E5D60_RS03760	909	302	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	829388	830815	+					cysN		E5D60_RS03765	1428		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	829388	830815	+	WP_033631809.1	WP_033631809.1		sulfate adenylyltransferase subunit CysN	cysN		E5D60_RS03765	1428	475	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	830754	831443	+					cysC		E5D60_RS03770	690		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	830754	831443	+	WP_244934953.1	WP_244934953.1		adenylyl-sulfate kinase	cysC		E5D60_RS03770	690	229	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	831528	831854	+							E5D60_RS03775	327		
