# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1113444	1113749	-	WP_004956173.1	WP_004956173.1		30S ribosomal protein S14	rpsN	61763134	I6G83_RS05140	306	101	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1113764	1114303	-					rplE	61763135	I6G83_RS05145	540		old_locus_tag=I6G83_05145
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1113764	1114303	-	WP_004956175.1	WP_004956175.1		50S ribosomal protein L5	rplE	61763135	I6G83_RS05145	540	179	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1114318	1114632	-					rplX	61763136	I6G83_RS05150	315		old_locus_tag=I6G83_05150
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1114318	1114632	-	WP_015962142.1	WP_015962142.1		50S ribosomal protein L24	rplX	61763136	I6G83_RS05150	315	104	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1114643	1115014	-					rplN	61763137	I6G83_RS05155	372		old_locus_tag=I6G83_05155
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1114643	1115014	-	WP_000613954.1	WP_000613954.1		50S ribosomal protein L14	rplN	61763137	I6G83_RS05155	372	123	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1115185	1115439	-					rpsQ	61763138	I6G83_RS05160	255		old_locus_tag=I6G83_05160
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1115185	1115439	-	WP_015962143.1	WP_015962143.1		30S ribosomal protein S17	rpsQ	61763138	I6G83_RS05160	255	84	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1115439	1115630	-					rpmC	61763139	I6G83_RS05165	192		old_locus_tag=I6G83_05165
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1115439	1115630	-	WP_015962144.1	WP_015962144.1		50S ribosomal protein L29	rpmC	61763139	I6G83_RS05165	192	63	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1115630	1116040	-					rplP	61763140	I6G83_RS05170	411		old_locus_tag=I6G83_05170
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1115630	1116040	-	WP_054307851.1	WP_054307851.1		50S ribosomal protein L16	rplP	61763140	I6G83_RS05170	411	136	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1116053	1116751	-					rpsC	61763141	I6G83_RS05175	699		old_locus_tag=I6G83_05175
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1116053	1116751	-	WP_004956187.1	WP_004956187.1		30S ribosomal protein S3	rpsC	61763141	I6G83_RS05175	699	232	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1116769	1117101	-					rplV	61763142	I6G83_RS05180	333		old_locus_tag=I6G83_05180
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1116769	1117101	-	WP_002223844.1	WP_002223844.1		50S ribosomal protein L22	rplV	61763142	I6G83_RS05180	333	110	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1117116	1117394	-					rpsS	61763143	I6G83_RS05185	279		old_locus_tag=I6G83_05185
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1117116	1117394	-	WP_015962146.1	WP_015962146.1		30S ribosomal protein S19	rpsS	61763143	I6G83_RS05185	279	92	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1117409	1118233	-					rplB	61763144	I6G83_RS05190	825		old_locus_tag=I6G83_05190
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1117409	1118233	-	WP_015962147.1	WP_015962147.1		50S ribosomal protein L2	rplB	61763144	I6G83_RS05190	825	274	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1118252	1118554	-					rplW	61763145	I6G83_RS05195	303		old_locus_tag=I6G83_05195
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1118252	1118554	-	WP_015962148.1	WP_015962148.1		50S ribosomal protein L23	rplW	61763145	I6G83_RS05195	303	100	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1118551	1119156	-					rplD	61763146	I6G83_RS05200	606		old_locus_tag=I6G83_05200
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1118551	1119156	-	WP_004956192.1	WP_004956192.1		50S ribosomal protein L4	rplD	61763146	I6G83_RS05200	606	201	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1119167	1119796	-					rplC	61763147	I6G83_RS05205	630		old_locus_tag=I6G83_05205
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1119167	1119796	-	WP_015962149.1	WP_015962149.1		50S ribosomal protein L3	rplC	61763147	I6G83_RS05205	630	209	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1119829	1120140	-					rpsJ	61763148	I6G83_RS05210	312		old_locus_tag=I6G83_05210
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1119829	1120140	-	WP_001181005.1	WP_001181005.1		30S ribosomal protein S10	rpsJ	61763148	I6G83_RS05210	312	103	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1120494	1120973	-					bfr	61763149	I6G83_RS05215	480		old_locus_tag=I6G83_05215
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1120494	1120973	-	WP_015962150.1	WP_015962150.1		bacterioferritin	bfr	61763149	I6G83_RS05215	480	159	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1121048	1121242	-					bfd	61763150	I6G83_RS05220	195		old_locus_tag=I6G83_05220
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1121048	1121242	-	WP_054307850.1	WP_054307850.1		bacterioferritin-associated ferredoxin	bfd	61763150	I6G83_RS05220	195	64	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1121374	1122558	-					tuf	61763151	I6G83_RS05225	1185		old_locus_tag=I6G83_05225
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1121374	1122558	-	WP_015344220.1	WP_015344220.1		elongation factor Tu	tuf	61763151	I6G83_RS05225	1185	394	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1122629	1124743	-					fusA	61763152	I6G83_RS05230	2115		old_locus_tag=I6G83_05230
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1122629	1124743	-	WP_054307779.1	WP_054307779.1		elongation factor G	fusA	61763152	I6G83_RS05230	2115	704	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1124841	1125311	-					rpsG	61763153	I6G83_RS05235	471		old_locus_tag=I6G83_05235
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1124841	1125311	-	WP_004956203.1	WP_004956203.1		30S ribosomal protein S7	rpsG	61763153	I6G83_RS05235	471	156	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1125408	1125782	-					rpsL	61763154	I6G83_RS05240	375		old_locus_tag=I6G83_05240
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1125408	1125782	-	WP_004930426.1	WP_004930426.1		30S ribosomal protein S12	rpsL	61763154	I6G83_RS05240	375	124	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1125926	1126210	-					tusB	61763155	I6G83_RS05245	285		old_locus_tag=I6G83_05245
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1125926	1126210	-	WP_015962153.1	WP_015962153.1		sulfurtransferase complex subunit TusB	tusB	61763155	I6G83_RS05245	285	94	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1126221	1126586	-					tusC	61763156	I6G83_RS05250	366		old_locus_tag=I6G83_05250
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1126221	1126586	-	WP_102024989.1	WP_102024989.1		sulfurtransferase complex subunit TusC	tusC	61763156	I6G83_RS05250	366	121	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1126590	1126982	-					tusD	61763157	I6G83_RS05255	393		old_locus_tag=I6G83_05255
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1126590	1126982	-	WP_099050011.1	WP_099050011.1		sulfurtransferase complex subunit TusD	tusD	61763157	I6G83_RS05255	393	130	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1126979	1127701	-						61763158	I6G83_RS05260	723		old_locus_tag=I6G83_05260
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1126979	1127701	-	WP_015962156.1	WP_015962156.1		transcriptional regulator		61763158	I6G83_RS05260	723	240	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1128015	1128836	-					fkpA	61763159	I6G83_RS05265	822		old_locus_tag=I6G83_05265
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1128015	1128836	-	WP_015962157.1	WP_015962157.1		FKBP-type peptidyl-prolyl cis-trans isomerase	fkpA	61763159	I6G83_RS05265	822	273	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1129163	1129390	+						61763160	I6G83_RS05270	228		old_locus_tag=I6G83_05270
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1129163	1129390	+	WP_015962158.1	WP_015962158.1		SlyX family protein		61763160	I6G83_RS05270	228	75	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1129457	1130041	-					slyD	61763161	I6G83_RS05275	585		old_locus_tag=I6G83_05275
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1129457	1130041	-	WP_054307781.1	WP_054307781.1		peptidylprolyl isomerase	slyD	61763161	I6G83_RS05275	585	194	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1130167	1130370	-						61763162	I6G83_RS05280	204		old_locus_tag=I6G83_05280
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1130167	1130370	-	WP_015962160.1	WP_015962160.1		YheV family putative metal-binding protein		61763162	I6G83_RS05280	204	67	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1130386	1132191	-					kefB	61763163	I6G83_RS05285	1806		old_locus_tag=I6G83_05285
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1130386	1132191	-	WP_054307782.1	WP_054307782.1		glutathione-regulated potassium-efflux system protein KefB	kefB	61763163	I6G83_RS05285	1806	601	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1132194	1132745	-					kefG	61763164	I6G83_RS05290	552		old_locus_tag=I6G83_05290
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1132194	1132745	-	WP_054307783.1	WP_054307783.1		glutathione-regulated potassium-efflux system ancillary protein KefG	kefG	61763164	I6G83_RS05290	552	183	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1132930	1134849	+						61763165	I6G83_RS05295	1920		old_locus_tag=I6G83_05295
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1132930	1134849	+	WP_062779270.1	WP_062779270.1		ABC transporter ATP-binding protein		61763165	I6G83_RS05295	1920	639	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1134857	1136353	-						61763166	I6G83_RS05300	1497		old_locus_tag=I6G83_05300
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1134857	1136353	-	WP_054305110.1	WP_054305110.1		nicotinate phosphoribosyltransferase		61763166	I6G83_RS05300	1497	498	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1136364	1137224	-					prs	61763167	I6G83_RS05305	861		old_locus_tag=I6G83_05305
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1136364	1137224	-	WP_054305109.1	WP_054305109.1		ribose-phosphate diphosphokinase	prs	61763167	I6G83_RS05305	861	286	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1137431	1138150	+						61763168	I6G83_RS05310	720		old_locus_tag=I6G83_05310
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1137431	1138150	+	WP_054305108.1	WP_054305108.1		NUDIX hydrolase		61763168	I6G83_RS05310	720	239	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1138154	1139002	-					tauD	61763169	I6G83_RS05315	849		old_locus_tag=I6G83_05315
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1138154	1139002	-	WP_015962164.1	WP_015962164.1		taurine dioxygenase	tauD	61763169	I6G83_RS05315	849	282	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1138999	1139829	-					tauC	61763170	I6G83_RS05320	831		old_locus_tag=I6G83_05320
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1138999	1139829	-	WP_015962165.1	WP_015962165.1		taurine ABC transporter permease TauC	tauC	61763170	I6G83_RS05320	831	276	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1139826	1140593	-					tauB	61763171	I6G83_RS05325	768		old_locus_tag=I6G83_05325
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1139826	1140593	-	WP_054305107.1	WP_054305107.1		taurine ABC transporter ATP-binding subunit	tauB	61763171	I6G83_RS05325	768	255	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1140604	1141599	-					tauA	61763172	I6G83_RS05330	996		old_locus_tag=I6G83_05330
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1140604	1141599	-	WP_054305106.1	WP_054305106.1		taurine ABC transporter substrate-binding protein	tauA	61763172	I6G83_RS05330	996	331	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1141886	1143013	+						61763173	I6G83_RS05335	1128		old_locus_tag=I6G83_05335
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1141886	1143013	+	WP_082394634.1	WP_082394634.1		toxic anion resistance protein		61763173	I6G83_RS05335	1128	375	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1143075	1144112	+						61763174	I6G83_RS05340	1038		old_locus_tag=I6G83_05340
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1143075	1144112	+	WP_054305104.1	WP_054305104.1		hypothetical protein		61763174	I6G83_RS05340	1038	345	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1144148	1144930	-						61763175	I6G83_RS05345	783		old_locus_tag=I6G83_05345
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1144148	1144930	-	WP_054305103.1	WP_054305103.1		PhzF family phenazine biosynthesis protein		61763175	I6G83_RS05345	783	260	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1144941	1145543	-						61763176	I6G83_RS05350	603		old_locus_tag=I6G83_05350
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1144941	1145543	-	WP_054305102.1	WP_054305102.1		LysE family translocator		61763176	I6G83_RS05350	603	200	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1145663	1146637	+						61763177	I6G83_RS05355	975		old_locus_tag=I6G83_05355
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1145663	1146637	+	WP_054305101.1	WP_054305101.1		hydrolase		61763177	I6G83_RS05355	975	324	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1146639	1146872	+						61763178	I6G83_RS05360	234		old_locus_tag=I6G83_05360
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1146639	1146872	+	WP_015962171.1	WP_015962171.1		YheU family protein		61763178	I6G83_RS05360	234	77	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1147026	1147895	+						61763179	I6G83_RS05365	870		old_locus_tag=I6G83_05365
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1147026	1147895	+	WP_015962172.1	WP_015962172.1		phosphoribulokinase		61763179	I6G83_RS05365	870	289	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1147942	1148349	-						61763180	I6G83_RS05370	408		old_locus_tag=I6G83_05370
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1147942	1148349	-	WP_054305100.1	WP_054305100.1		OsmC family protein		61763180	I6G83_RS05370	408	135	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1148730	1149362	+					crp	61763181	I6G83_RS05375	633		old_locus_tag=I6G83_05375
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1148730	1149362	+	WP_004090925.1	WP_004090925.1		cAMP-activated global transcriptional regulator CRP	crp	61763181	I6G83_RS05375	633	210	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1149417	1150637	-						61763182	I6G83_RS05380	1221		old_locus_tag=I6G83_05380
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1149417	1150637	-	WP_054305099.1	WP_054305099.1		aspartate aminotransferase family protein		61763182	I6G83_RS05380	1221	406	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1150770	1151345	-						61763183	I6G83_RS05385	576		old_locus_tag=I6G83_05385
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1150770	1151345	-	WP_015962175.1	WP_015962175.1		aminodeoxychorismate synthase component II		61763183	I6G83_RS05385	576	191	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1151376	1152239	-						61763184	I6G83_RS05390	864		old_locus_tag=I6G83_05390
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1151376	1152239	-	WP_152972173.1	WP_152972173.1		hypothetical protein		61763184	I6G83_RS05390	864	287	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1152286	1153812	-						61763185	I6G83_RS05395	1527		old_locus_tag=I6G83_05395
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1152286	1153812	-	WP_054305097.1	WP_054305097.1		DUF853 family protein		61763185	I6G83_RS05395	1527	508	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1153898	1154623	-					btsR	61763186	I6G83_RS05400	726		old_locus_tag=I6G83_05400
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1153898	1154623	-	WP_054305096.1	WP_054305096.1		two-component system response regulator BtsR	btsR	61763186	I6G83_RS05400	726	241	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1154623	1156308	-						61763187	I6G83_RS05405	1686		old_locus_tag=I6G83_05405
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1154623	1156308	-	WP_054305095.1	WP_054305095.1		sensor histidine kinase		61763187	I6G83_RS05405	1686	561	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1156471	1157040	-					ppiA	61763188	I6G83_RS05410	570		old_locus_tag=I6G83_05410
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1156471	1157040	-	WP_015962180.1	WP_015962180.1		peptidylprolyl isomerase A	ppiA	61763188	I6G83_RS05410	570	189	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1157104	1157337	+						61763189	I6G83_RS05415	234		old_locus_tag=I6G83_05415
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1157104	1157337	+	WP_138111974.1	WP_138111974.1		hypothetical protein		61763189	I6G83_RS05415	234	77	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1157433	1157738	+						61763190	I6G83_RS05420	306		old_locus_tag=I6G83_05420
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1157433	1157738	+	WP_054305094.1	WP_054305094.1		PTS sugar transporter subunit IIB		61763190	I6G83_RS05420	306	101	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1157755	1159077	+						61763191	I6G83_RS05425	1323		old_locus_tag=I6G83_05425
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1157755	1159077	+	WP_015962182.1	WP_015962182.1		PTS sugar transporter subunit IIC		61763191	I6G83_RS05425	1323	440	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1159128	1159430	+						61763192	I6G83_RS05430	303		old_locus_tag=I6G83_05430
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1159128	1159430	+	WP_054305112.1	WP_054305112.1		PTS lactose/cellobiose transporter subunit IIA		61763192	I6G83_RS05430	303	100	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1159427	1160740	+						61763193	I6G83_RS05435	1314		old_locus_tag=I6G83_05435
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1159427	1160740	+	WP_054305093.1	WP_054305093.1		6-phospho-beta-glucosidase		61763193	I6G83_RS05435	1314	437	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1160781	1161767	+						61763194	I6G83_RS05440	987		old_locus_tag=I6G83_05440
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1160781	1161767	+	WP_054305092.1	WP_054305092.1		LacI family transcriptional regulator		61763194	I6G83_RS05440	987	328	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1161943	1163127	+					tsgA	61763195	I6G83_RS05445	1185		old_locus_tag=I6G83_05445
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1161943	1163127	+	WP_054305091.1	WP_054305091.1		MFS transporter TsgA	tsgA	61763195	I6G83_RS05445	1185	394	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1163194	1164477	-						61763196	I6G83_RS05450	1284		old_locus_tag=I6G83_05450
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1163194	1164477	-	WP_054305090.1	WP_054305090.1		cytosine deaminase		61763196	I6G83_RS05450	1284	427	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1164765	1167314	+					nirB	61763197	I6G83_RS05455	2550		old_locus_tag=I6G83_05455
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1164765	1167314	+	WP_054305089.1	WP_054305089.1		nitrite reductase large subunit NirB	nirB	61763197	I6G83_RS05455	2550	849	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1167311	1167640	+					nirD	61763198	I6G83_RS05460	330		old_locus_tag=I6G83_05460
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1167311	1167640	+	WP_015962189.1	WP_015962189.1		nitrite reductase small subunit NirD	nirD	61763198	I6G83_RS05460	330	109	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1167668	1168468	+					nirC	61763199	I6G83_RS05465	801		old_locus_tag=I6G83_05465
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1167668	1168468	+	WP_054305088.1	WP_054305088.1		nitrite transporter NirC	nirC	61763199	I6G83_RS05465	801	266	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1168529	1169932	+					cysG	61763200	I6G83_RS05470	1404		old_locus_tag=I6G83_05470
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1168529	1169932	+	WP_054305087.1	WP_054305087.1		siroheme synthase CysG	cysG	61763200	I6G83_RS05470	1404	467	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1169999	1171003	-					trpS	61763201	I6G83_RS05475	1005		old_locus_tag=I6G83_05475
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1169999	1171003	-	WP_054305086.1	WP_054305086.1		tryptophan--tRNA ligase	trpS	61763201	I6G83_RS05475	1005	334	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1171006	1171704	-						61763202	I6G83_RS05480	699		old_locus_tag=I6G83_05480
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1171006	1171704	-	WP_015962193.1	WP_015962193.1		phosphoglycolate phosphatase		61763202	I6G83_RS05480	699	232	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1171697	1172374	-					rpe	61763203	I6G83_RS05485	678		old_locus_tag=I6G83_05485
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1171697	1172374	-	WP_015962194.1	WP_015962194.1		ribulose-phosphate 3-epimerase	rpe	61763203	I6G83_RS05485	678	225	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1172432	1173244	-					dam	61763204	I6G83_RS05490	813		old_locus_tag=I6G83_05490
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1172432	1173244	-	WP_015962195.1	WP_015962195.1		adenine-specific DNA-methyltransferase	dam	61763204	I6G83_RS05490	813	270	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1173420	1174424	-						61763205	I6G83_RS05495	1005		old_locus_tag=I6G83_05495
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	1173420	1174424	-	WP_054305085.1	WP_054305085.1		SPOR domain-containing protein		61763205	I6G83_RS05495	1005	334	
